time_stamp,filtered_speed_kph,filtered_speed_mps,filtered_accel_mph2,filter_mode,target_distance_m,target_speed_mps,target_context,rule_dist_1,rule_speed_1,rule_context_1,rule_dist_2,rule_speed_2,rule_context_2,rule_dist_3,rule_speed_3,rule_context_3,rule_dist_4,rule_speed_4,rule_context_4,rule_dist_5,rule_speed_5,rule_context_5,rule_dist_6,rule_speed_6,rule_context_6,rule_dist_7,rule_speed_7,rule_context_7,rule_dist_8,rule_speed_8,rule_context_8,rule_dist_9,rule_speed_9,rule_context_9,rule_dist_10,rule_speed_10,rule_context_10,rule_dist_11,rule_speed_11,rule_context_11,rule_dist_12,rule_speed_12,rule_context_12,rule_dist_13,rule_speed_13,rule_context_13,rule_dist_14,rule_speed_14,rule_context_14,rule_dist_15,rule_speed_15,rule_context_15,rule_dist_16,rule_speed_16,rule_context_16,rule_dist_17,rule_speed_17,rule_context_17,rule_dist_18,rule_speed_18,rule_context_18,rule_dist_19,rule_speed_19,rule_context_19,rule_dist_20,rule_speed_20,rule_context_20,rule_dist_21,rule_speed_21,rule_context_21,rule_dist_22,rule_speed_22,rule_context_22,rule_dist_23,rule_speed_23,rule_context_23,rule_dist_24,rule_speed_24,rule_context_24,rule_dist_25,rule_speed_25,rule_context_25,rule_dist_26,rule_speed_26,rule_context_26,rule_dist_27,rule_speed_27,rule_context_27,rule_dist_28,rule_speed_28,rule_context_28,rule_dist_29,rule_speed_29,rule_context_29,rule_dist_30,rule_speed_30,rule_context_30
1752570431.510282,14.256,3.960,-0.311,stopper,22.518,0.000,BlockedLane,22.518,0.000,BlockedLane,51.769,0.000,TrafficLight,22.629,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.520348,14.245,3.957,-0.311,stopper,22.518,0.000,BlockedLane,22.518,0.000,BlockedLane,51.769,0.000,TrafficLight,22.629,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.530418,14.234,3.954,-0.311,stopper,22.518,0.000,BlockedLane,22.518,0.000,BlockedLane,51.769,0.000,TrafficLight,22.629,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.540495,14.222,3.951,-0.312,stopper,22.518,0.000,BlockedLane,22.518,0.000,BlockedLane,51.769,0.000,TrafficLight,22.629,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.550563,14.211,3.947,-0.312,stopper,22.518,0.000,BlockedLane,22.518,0.000,BlockedLane,51.769,0.000,TrafficLight,22.629,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.560629,14.200,3.944,-0.312,stopper,22.128,0.000,CarFollow,22.179,0.000,BlockedLane,50.167,0.000,TrafficLight,22.128,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.570729,14.188,3.941,-0.312,stopper,22.128,0.000,CarFollow,22.179,0.000,BlockedLane,50.167,0.000,TrafficLight,22.128,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.580824,14.177,3.938,-0.312,stopper,22.128,0.000,CarFollow,22.179,0.000,BlockedLane,50.167,0.000,TrafficLight,22.128,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.590879,14.166,3.935,-0.312,stopper,22.128,0.000,CarFollow,22.179,0.000,BlockedLane,50.167,0.000,TrafficLight,22.128,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.601039,14.154,3.932,-0.312,stopper,22.128,0.000,CarFollow,22.179,0.000,BlockedLane,50.167,0.000,TrafficLight,22.128,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.611103,14.143,3.929,-0.312,stopper,22.128,0.000,CarFollow,22.179,0.000,BlockedLane,50.167,0.000,TrafficLight,22.128,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.621161,14.132,3.925,-0.312,stopper,22.128,0.000,CarFollow,22.179,0.000,BlockedLane,50.167,0.000,TrafficLight,22.128,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.631171,14.121,3.922,-0.312,stopper,22.128,0.000,CarFollow,22.179,0.000,BlockedLane,50.167,0.000,TrafficLight,22.128,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.641196,14.109,3.919,-0.312,stopper,22.128,0.000,CarFollow,22.179,0.000,BlockedLane,50.167,0.000,TrafficLight,22.128,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.651262,14.098,3.916,-0.312,stopper,22.128,0.000,CarFollow,22.179,0.000,BlockedLane,50.167,0.000,TrafficLight,22.128,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.661330,14.087,3.913,-0.312,stopper,22.128,0.000,CarFollow,22.179,0.000,BlockedLane,50.167,0.000,TrafficLight,22.128,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.671413,14.075,3.910,-0.312,stopper,22.128,0.000,CarFollow,22.179,0.000,BlockedLane,50.167,0.000,TrafficLight,22.128,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.681486,14.064,3.907,-0.312,stopper,22.128,0.000,CarFollow,22.179,0.000,BlockedLane,50.167,0.000,TrafficLight,22.128,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.691554,14.053,3.904,-0.312,stopper,22.128,0.000,CarFollow,22.179,0.000,BlockedLane,50.167,0.000,TrafficLight,22.128,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.701630,14.042,3.900,-0.312,stopper,22.128,0.000,CarFollow,21.867,0.000,BlockedLane,48.004,0.000,TrafficLight,21.829,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.711693,14.030,3.897,-0.312,stopper,22.128,0.000,CarFollow,21.867,0.000,BlockedLane,48.004,0.000,TrafficLight,21.829,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.721789,14.019,3.894,-0.312,stopper,22.128,0.000,CarFollow,21.867,0.000,BlockedLane,48.004,0.000,TrafficLight,21.829,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.731885,14.008,3.891,-0.312,stopper,22.128,0.000,CarFollow,21.867,0.000,BlockedLane,48.004,0.000,TrafficLight,21.829,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.741947,13.996,3.888,-0.312,stopper,22.128,0.000,CarFollow,21.867,0.000,BlockedLane,48.004,0.000,TrafficLight,21.829,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.752005,13.985,3.885,-0.312,stopper,22.128,0.000,CarFollow,21.867,0.000,BlockedLane,48.004,0.000,TrafficLight,21.829,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.762069,13.974,3.882,-0.312,stopper,22.128,0.000,CarFollow,21.867,0.000,BlockedLane,48.004,0.000,TrafficLight,21.829,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.772131,13.962,3.878,-0.312,stopper,22.128,0.000,CarFollow,21.867,0.000,BlockedLane,48.004,0.000,TrafficLight,21.829,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.782194,13.951,3.875,-0.312,stopper,22.128,0.000,CarFollow,21.867,0.000,BlockedLane,48.004,0.000,TrafficLight,21.829,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.792257,13.940,3.872,-0.312,stopper,22.128,0.000,CarFollow,21.867,0.000,BlockedLane,48.004,0.000,TrafficLight,21.829,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.802378,13.928,3.869,-0.312,stopper,22.128,0.000,CarFollow,21.867,0.000,BlockedLane,48.004,0.000,TrafficLight,21.829,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.812443,13.917,3.866,-0.312,stopper,22.128,0.000,CarFollow,21.867,0.000,BlockedLane,48.004,0.000,TrafficLight,21.829,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.822519,13.906,3.863,-0.312,stopper,22.128,0.000,CarFollow,21.867,0.000,BlockedLane,48.004,0.000,TrafficLight,21.829,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.832605,13.894,3.860,-0.312,stopper,22.128,0.000,CarFollow,21.867,0.000,BlockedLane,48.004,0.000,TrafficLight,21.829,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.842671,13.883,3.856,-0.312,stopper,22.128,0.000,CarFollow,21.320,0.000,BlockedLane,77.631,0.000,TrafficLight,20.821,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.852742,13.872,3.853,-0.313,stopper,22.128,0.000,CarFollow,21.320,0.000,BlockedLane,77.631,0.000,TrafficLight,20.821,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.862803,13.860,3.850,-0.313,stopper,22.128,0.000,CarFollow,21.320,0.000,BlockedLane,77.631,0.000,TrafficLight,20.821,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.872857,13.849,3.847,-0.313,stopper,22.128,0.000,CarFollow,21.320,0.000,BlockedLane,77.631,0.000,TrafficLight,20.821,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.882877,13.838,3.844,-0.313,stopper,22.128,0.000,CarFollow,21.320,0.000,BlockedLane,77.631,0.000,TrafficLight,20.821,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.892941,13.827,3.841,-0.313,stopper,22.128,0.000,CarFollow,21.320,0.000,BlockedLane,77.631,0.000,TrafficLight,20.821,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.903009,13.815,3.838,-0.313,stopper,22.128,0.000,CarFollow,21.320,0.000,BlockedLane,77.631,0.000,TrafficLight,20.821,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.913075,13.804,3.834,-0.313,stopper,22.128,0.000,CarFollow,20.992,0.000,BlockedLane,49.523,0.000,TrafficLight,20.821,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.923142,13.792,3.831,-0.313,stopper,22.128,0.000,CarFollow,20.992,0.000,BlockedLane,49.523,0.000,TrafficLight,20.821,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.933199,13.781,3.828,-0.313,stopper,22.128,0.000,CarFollow,20.992,0.000,BlockedLane,49.523,0.000,TrafficLight,20.821,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.943259,13.770,3.825,-0.314,stopper,22.128,0.000,CarFollow,20.992,0.000,BlockedLane,49.523,0.000,TrafficLight,20.821,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.953338,13.758,3.822,-0.314,stopper,22.128,0.000,CarFollow,20.992,0.000,BlockedLane,49.523,0.000,TrafficLight,20.821,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.963612,13.747,3.819,-0.314,stopper,22.128,0.000,CarFollow,20.992,0.000,BlockedLane,49.523,0.000,TrafficLight,20.821,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.973683,13.735,3.815,-0.314,stopper,22.128,0.000,CarFollow,20.992,0.000,BlockedLane,49.523,0.000,TrafficLight,20.821,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.983763,13.724,3.812,-0.314,stopper,22.128,0.000,CarFollow,20.992,0.000,BlockedLane,49.523,0.000,TrafficLight,20.821,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570431.993822,13.713,3.809,-0.314,stopper,22.128,0.000,CarFollow,20.992,0.000,BlockedLane,49.523,0.000,TrafficLight,20.821,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570432.003898,13.701,3.806,-0.314,stopper,22.128,0.000,CarFollow,20.992,0.000,BlockedLane,49.523,0.000,TrafficLight,20.821,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570432.013953,13.690,3.803,-0.314,stopper,22.128,0.000,CarFollow,20.992,0.000,BlockedLane,49.523,0.000,TrafficLight,20.821,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570432.024019,13.678,3.800,-0.315,stopper,22.128,0.000,CarFollow,20.992,0.000,BlockedLane,49.523,0.000,TrafficLight,20.821,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570432.034084,13.667,3.796,-0.315,stopper,20.122,0.000,CarFollow,20.540,0.000,BlockedLane,49.538,0.000,TrafficLight,20.122,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570432.044159,13.656,3.793,-0.315,stopper,20.122,0.000,CarFollow,20.540,0.000,BlockedLane,49.538,0.000,TrafficLight,20.122,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570432.054225,13.644,3.790,-0.315,stopper,20.122,0.000,CarFollow,20.540,0.000,BlockedLane,49.538,0.000,TrafficLight,20.122,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570432.064301,13.633,3.787,-0.315,stopper,20.122,0.000,CarFollow,20.540,0.000,BlockedLane,49.538,0.000,TrafficLight,20.122,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570432.074365,13.621,3.784,-0.316,stopper,20.122,0.000,CarFollow,20.540,0.000,BlockedLane,49.538,0.000,TrafficLight,20.122,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570432.084434,13.610,3.781,-0.316,stopper,20.122,0.000,CarFollow,20.540,0.000,BlockedLane,49.538,0.000,TrafficLight,20.122,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570432.094519,13.598,3.777,-0.316,stopper,20.122,0.000,CarFollow,20.540,0.000,BlockedLane,49.538,0.000,TrafficLight,20.122,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570432.104592,13.587,3.774,-0.316,stopper,20.122,0.000,CarFollow,20.269,0.000,BlockedLane,71.137,0.000,TrafficLight,20.126,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570432.114661,13.576,3.771,-0.317,stopper,20.122,0.000,CarFollow,20.269,0.000,BlockedLane,71.137,0.000,TrafficLight,20.126,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570432.124779,13.564,3.768,-0.317,stopper,20.122,0.000,CarFollow,20.269,0.000,BlockedLane,71.137,0.000,TrafficLight,20.126,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570432.134891,13.552,3.765,-0.317,stopper,20.122,0.000,CarFollow,20.269,0.000,BlockedLane,71.137,0.000,TrafficLight,20.126,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570432.145000,13.541,3.761,-0.317,stopper,20.122,0.000,CarFollow,20.269,0.000,BlockedLane,71.137,0.000,TrafficLight,20.126,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570432.155064,13.529,3.758,-0.317,stopper,20.122,0.000,CarFollow,20.269,0.000,BlockedLane,71.137,0.000,TrafficLight,20.126,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570432.165217,13.518,3.755,-0.318,stopper,20.122,0.000,CarFollow,20.269,0.000,BlockedLane,71.137,0.000,TrafficLight,20.126,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570432.175280,13.506,3.752,-0.318,stopper,20.122,0.000,CarFollow,20.269,0.000,BlockedLane,71.137,0.000,TrafficLight,20.126,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570432.185357,13.495,3.749,-0.318,stopper,20.122,0.000,CarFollow,20.269,0.000,BlockedLane,71.137,0.000,TrafficLight,20.126,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570432.195423,13.483,3.745,-0.318,stopper,20.122,0.000,CarFollow,20.269,0.000,BlockedLane,71.137,0.000,TrafficLight,20.126,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570432.205486,13.472,3.742,-0.319,stopper,20.122,0.000,CarFollow,20.269,0.000,BlockedLane,71.137,0.000,TrafficLight,20.126,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570432.215555,13.460,3.739,-0.319,stopper,20.122,0.000,CarFollow,20.269,0.000,BlockedLane,71.137,0.000,TrafficLight,20.126,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570432.225627,13.449,3.736,-0.319,stopper,20.122,0.000,CarFollow,20.269,0.000,BlockedLane,71.137,0.000,TrafficLight,20.126,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570432.235690,13.437,3.733,-0.319,stopper,20.122,0.000,CarFollow,20.269,0.000,BlockedLane,71.137,0.000,TrafficLight,20.126,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570432.245749,13.425,3.729,-0.320,stopper,20.122,0.000,CarFollow,20.269,0.000,BlockedLane,71.137,0.000,TrafficLight,20.126,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570432.255812,13.414,3.726,-0.320,stopper,20.122,0.000,CarFollow,19.712,0.000,BlockedLane,74.343,0.000,TrafficLight,19.007,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570432.265880,13.402,3.723,-0.320,stopper,20.122,0.000,CarFollow,19.712,0.000,BlockedLane,74.343,0.000,TrafficLight,19.007,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570432.275956,13.391,3.720,-0.321,stopper,20.122,0.000,CarFollow,19.712,0.000,BlockedLane,74.343,0.000,TrafficLight,19.007,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570432.286040,13.379,3.716,-0.321,stopper,20.122,0.000,CarFollow,19.712,0.000,BlockedLane,74.343,0.000,TrafficLight,19.007,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570432.296101,13.367,3.713,-0.321,stopper,20.122,0.000,CarFollow,19.712,0.000,BlockedLane,74.343,0.000,TrafficLight,19.007,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570432.306174,13.356,3.710,-0.321,stopper,20.122,0.000,CarFollow,19.712,0.000,BlockedLane,74.343,0.000,TrafficLight,19.007,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
